1,0,1700.0,391.0,156.0,337.0,0.91455,1,-1,-1,-1
1,1,250.0,456.0,107.0,248.0,0.883148,1,-1,-1,-1
1,2,1255.0,539.0,60.0,118.0,0.826354,1,-1,-1,-1
1,3,1288.0,459.0,73.0,199.0,0.745969,1,-1,-1,-1
1,4,120.0,504.0,93.0,239.0,0.740778,1,-1,-1,-1
1,5,0.0,243.0,110.0,666.0,0.655897,1,-1,-1,-1
1,6,1885.0,369.0,35.0,213.0,0.489681,1,-1,-1,-1
2,0,1689.0,390.0,163.0,338.0,0.900352,1,-1,-1,-1
2,1,262.0,456.0,96.0,250.0,0.875928,1,-1,-1,-1
2,2,1257.0,538.0,59.0,120.0,0.823182,1,-1,-1,-1
2,5,0.0,247.0,114.0,662.0,0.745286,1,-1,-1,-1
2,3,1291.0,461.0,71.0,197.0,0.732246,1,-1,-1,-1
2,4,119.0,503.0,83.0,240.0,0.72437,1,-1,-1,-1
2,6,1884.0,370.0,35.0,208.0,0.512531,1,-1,-1,-1
3,0,1686.0,389.0,163.0,340.0,0.908388,1,-1,-1,-1
3,1,262.0,456.0,97.0,251.0,0.874236,1,-1,-1,-1
3,5,0.0,282.0,119.0,626.0,0.811071,1,-1,-1,-1
3,2,1260.0,538.0,56.0,120.0,0.781718,1,-1,-1,-1
3,4,116.0,503.0,87.0,240.0,0.746885,1,-1,-1,-1
3,3,1294.0,460.0,68.0,198.0,0.735964,1,-1,-1,-1
3,6,1882.0,368.0,37.0,206.0,0.612416,1,-1,-1,-1
4,0,1684.0,390.0,162.0,341.0,0.894863,1,-1,-1,-1
4,1,262.0,456.0,97.0,251.0,0.873194,1,-1,-1,-1
4,5,0.0,257.0,125.0,652.0,0.847215,1,-1,-1,-1
4,4,117.0,503.0,89.0,241.0,0.771795,1,-1,-1,-1
4,2,1263.0,539.0,54.0,121.0,0.753537,1,-1,-1,-1
4,3,1296.0,460.0,67.0,199.0,0.748201,1,-1,-1,-1
4,6,1880.0,358.0,39.0,219.0,0.585821,1,-1,-1,-1
5,0,1686.0,389.0,159.0,344.0,0.909074,1,-1,-1,-1
5,5,0.0,242.0,137.0,667.0,0.890312,1,-1,-1,-1
5,1,262.0,456.0,97.0,250.0,0.862469,1,-1,-1,-1
5,4,121.0,504.0,85.0,241.0,0.786934,1,-1,-1,-1
5,3,1298.0,459.0,68.0,199.0,0.759677,1,-1,-1,-1
5,2,1268.0,541.0,49.0,117.0,0.759562,1,-1,-1,-1
5,6,1879.0,351.0,40.0,225.0,0.64103,1,-1,-1,-1
6,5,0.0,238.0,138.0,671.0,0.909236,1,-1,-1,-1
6,0,1687.0,390.0,151.0,346.0,0.901745,1,-1,-1,-1
6,1,264.0,457.0,95.0,249.0,0.869982,1,-1,-1,-1
6,4,123.0,505.0,82.0,240.0,0.831403,1,-1,-1,-1
6,3,1299.0,458.0,69.0,200.0,0.765524,1,-1,-1,-1
6,2,1272.0,540.0,43.0,118.0,0.742333,1,-1,-1,-1
6,6,1877.0,348.0,42.0,232.0,0.604589,1,-1,-1,-1
7,5,0.0,232.0,148.0,676.0,0.915115,1,-1,-1,-1
7,0,1688.0,390.0,148.0,348.0,0.907819,1,-1,-1,-1
7,1,267.0,456.0,92.0,249.0,0.863895,1,-1,-1,-1
7,4,122.0,509.0,81.0,236.0,0.796358,1,-1,-1,-1
7,3,1301.0,458.0,68.0,200.0,0.756306,1,-1,-1,-1
